,area_type,availability,location,size,society,total_sqft,bath,balcony,price(in lakhs),bhk,price_per_sqft
8828,Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,1697.0,3.0,2.0,114.0,3.0,6717.737183264585
8829,Super built-up  Area,Ready To Move,Kengeri,2,,725.0,2.0,1.0,30.0,2.0,4137.931034482759
8830,Super built-up  Area,Ready To Move,Nehru Nagar,4,Undge T,2363.0,5.0,2.0,120.0,4.0,5078.290308929327
8831,Super built-up  Area,Ready To Move,Kodichikkanahalli,2,Aaubyya,1125.0,2.0,1.0,52.0,2.0,4622.222222222223
8832,Super built-up  Area,Ready To Move,Yeshwanthpur,3,,1826.0,3.0,2.0,165.0,3.0,9036.144578313253
8833,Super built-up  Area,Ready To Move,Banashankari Stage II,2,,1700.0,2.0,2.0,150.0,2.0,8823.529411764706
8834,Super built-up  Area,20-Aug,Rachenahalli,1,AsNowre,680.0,1.0,1.0,44.0,1.0,6470.588235294118
8835,Super built-up  Area,Ready To Move,Kaggadasapura,4,Golmsoy,3000.0,4.0,,130.0,4.0,4333.333333333333
8836,Super built-up  Area,18-May,Ramamurthy Nagar,2,,1150.0,2.0,2.0,51.0,2.0,4434.782608695652
8837,Super built-up  Area,18-Mar,Sarjapur  Road,2,,1155.0,2.0,1.0,58.0,2.0,5021.645021645022
8838,Super built-up  Area,18-Jan,Sarjapur  Road,2,Kelia R,1280.0,2.0,1.0,76.0,2.0,5937.5
8839,Super built-up  Area,Ready To Move,Horamavu Agara,2,,1060.0,2.0,1.0,37.0,2.0,3490.566037735849
8840,Built-up  Area,Ready To Move,Sector 2 HSR Layout,3,,1600.0,3.0,2.0,70.0,3.0,4375.0
8841,Super built-up  Area,18-Dec,Whitefield,2,Prtates,1216.0,2.0,1.0,84.03,2.0,6910.361842105263
8842,Built-up  Area,Ready To Move,Bellandur,3,Srthaa ,1450.0,3.0,1.0,68.0,3.0,4689.6551724137935
8843,Built-up  Area,Ready To Move,Kaggadasapura,2,KKersow,1240.0,2.0,1.0,58.58,2.0,4724.193548387097
8844,Plot  Area,Ready To Move,Ambedkar Nagar,4,Thessrm,2900.0,3.0,2.0,300.0,4.0,10344.827586206897
8845,Super built-up  Area,18-Dec,Old Airport Road,4,Jaades ,2690.0,4.0,3.0,191.0,4.0,7100.371747211896
8846,Super built-up  Area,Ready To Move,other,2,Vaent V,1200.0,2.0,2.0,52.5,2.0,4375.0
8847,Super built-up  Area,19-Sep,Whitefield,2,,1295.0,2.0,1.0,64.5,2.0,4980.694980694981
8848,Super built-up  Area,Ready To Move,other,1,Hoxiaa ,655.0,1.0,2.0,27.0,1.0,4122.137404580153
8849,Built-up  Area,Ready To Move,other,2,Papusa ,1220.0,2.0,2.0,68.0,2.0,5573.770491803279
8850,Super built-up  Area,19-Jul,Kanakpura Road,2,Soazak ,1290.0,2.0,3.0,80.0,2.0,6201.550387596899
8851,Super built-up  Area,Ready To Move,Bellandur,3,BhreeBa,2400.0,3.0,2.0,115.0,3.0,4791.666666666667
8852,Super built-up  Area,18-Oct,other,2,,1115.0,2.0,2.0,56.87,2.0,5100.448430493274
8853,Built-up  Area,Ready To Move,Margondanahalli,4,,1360.0,2.0,2.0,45.0,4.0,3308.823529411765
8854,Super built-up  Area,19-Dec,Hebbal,3,Raard B,1645.0,3.0,2.0,113.0,3.0,6869.300911854103
8855,Plot  Area,Ready To Move,other,2,,900.0,3.0,1.0,105.0,2.0,11666.666666666666
8856,Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1410.0,2.0,3.0,52.17,3.0,3700.0
8857,Super built-up  Area,18-Nov,other,3,,1639.0,3.0,1.0,77.89,3.0,4752.2879804758995
8858,Super built-up  Area,Ready To Move,Attibele,1,Jae 1hu,500.0,1.0,1.0,17.0,1.0,3400.0
8859,Built-up  Area,Ready To Move,Devanahalli,2,Brrds O,1010.0,2.0,1.0,58.0,2.0,5742.574257425743
8860,Built-up  Area,Ready To Move,Koramangala,2,Proodt ,1900.0,2.0,1.0,200.0,2.0,10526.315789473685
8861,Super built-up  Area,Ready To Move,Whitefield,1,Pranthi,650.0,1.0,1.0,25.0,1.0,3846.153846153846
8862,Super built-up  Area,Ready To Move,Yelahanka,2,Chara N,1300.0,2.0,3.0,65.0,2.0,5000.0
8863,Plot  Area,Ready To Move,Doddaballapur,4,,3206.0,5.0,,270.0,4.0,8421.70929507174
8864,Super built-up  Area,Ready To Move,other,2,Bhmesa ,1255.0,2.0,3.0,65.0,2.0,5179.282868525896
8865,Super built-up  Area,Ready To Move,Whitefield,3,Gotis A,1720.0,3.0,3.0,100.0,3.0,5813.953488372093
8866,Plot  Area,19-Jan,other,3,,1500.0,3.0,2.0,62.0,3.0,4133.333333333333
8867,Super built-up  Area,Ready To Move,Yeshwanthpur,1,Vaarai ,994.0,2.0,0.0,54.67,1.0,5500.0
8868,Super built-up  Area,Ready To Move,Whitefield,2,UKe 2nz,1495.0,2.0,1.0,79.5,2.0,5317.725752508361
8869,Super built-up  Area,Ready To Move,Yeshwanthpur,1,IBityin,671.0,1.0,1.0,36.85,1.0,5491.803278688524
8870,Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1880.0,3.0,2.0,95.0,3.0,5053.191489361702
8871,Super built-up  Area,Ready To Move,Thanisandra,4,G conTh,2650.0,4.0,2.0,240.0,4.0,9056.603773584906
8872,Built-up  Area,Ready To Move,Iblur Village,2,,1400.0,2.0,2.0,68.0,2.0,4857.142857142857
8873,Super built-up  Area,Ready To Move,Horamavu Agara,2,DSireSo,1000.0,2.0,1.0,46.0,2.0,4600.0
8874,Super built-up  Area,Ready To Move,1st Block Jayanagar,3,,1760.0,3.0,,115.0,3.0,6534.090909090909
8875,Plot  Area,Ready To Move,Doddaballapur,3,,2400.0,3.0,1.0,250.0,3.0,10416.666666666666
8876,Built-up  Area,Ready To Move,Subramanyapura,2,DSagax ,1200.0,2.0,2.0,52.0,2.0,4333.333333333333
8877,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,Saitya ,1760.0,3.0,2.0,185.0,3.0,10511.363636363636
8878,Super built-up  Area,18-Apr,Tumkur Road,3,Sahtsva,1240.0,2.0,1.0,83.0,3.0,6693.548387096775
8879,Super built-up  Area,Ready To Move,Hormavu,2,Nadhian,1175.0,2.0,1.0,52.0,2.0,4425.531914893617
8880,Super built-up  Area,18-Aug,Old Madras Road,3,Saesttt,1425.0,2.0,2.0,94.0,3.0,6596.491228070176
8881,Super built-up  Area,18-Apr,Sarjapur  Road,3,PualeSk,1685.0,3.0,1.0,135.0,3.0,8011.86943620178
8882,Super built-up  Area,Ready To Move,Hennur Road,2,Puachal,1232.0,2.0,2.0,89.0,2.0,7224.025974025974
8883,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,,1060.0,2.0,3.0,42.0,2.0,3962.264150943396
8884,Super built-up  Area,Ready To Move,HSR Layout,2,AaineSi,1289.0,2.0,,70.0,2.0,5430.566330488751
8885,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,NaensGa,905.0,2.0,1.0,32.0,2.0,3535.9116022099447
8886,Built-up  Area,Ready To Move,other,2,Pralmat,900.0,2.0,1.0,45.0,2.0,5000.0
8887,Super built-up  Area,Ready To Move,Singasandra,2,Phhidx ,1300.0,2.0,2.0,65.0,2.0,5000.0
8888,Super built-up  Area,Ready To Move,Prithvi Layout,2,Prlmsge,1352.0,2.0,2.0,85.0,2.0,6286.98224852071
8889,Super built-up  Area,18-Dec,Sonnenahalli,2,Skacak ,1011.0,2.0,1.0,50.53,2.0,4998.021760633037
8890,Super built-up  Area,Ready To Move,Nagarbhavi,3,DSdhiSa,1560.0,3.0,3.0,66.0,3.0,4230.7692307692305
8891,Built-up  Area,Ready To Move,Electronic City,1,Palleon,635.0,1.0,1.0,28.0,1.0,4409.4488188976375
8892,Super built-up  Area,Ready To Move,other,2,,1200.0,2.0,2.0,38.0,2.0,3166.6666666666665
8893,Built-up  Area,Ready To Move,other,2,Apvas N,900.0,2.0,3.0,35.0,2.0,3888.8888888888887
8894,Plot  Area,18-Aug,ITPL,3,,1500.0,3.0,1.0,61.52,3.0,4101.333333333333
8895,Super built-up  Area,Ready To Move,Akshaya Nagar,2,,1280.0,2.0,1.0,60.0,2.0,4687.5
8896,Super built-up  Area,Ready To Move,other,3,DubowRa,1614.0,3.0,1.0,110.0,3.0,6815.365551425031
8897,Super built-up  Area,Ready To Move,9th Phase JP Nagar,3,JSyane ,1571.0,3.0,2.0,65.0,3.0,4137.492043284532
8898,Super built-up  Area,18-May,other,3,,1250.0,3.0,2.0,39.0,3.0,3120.0
8899,Super built-up  Area,Ready To Move,other,2,RMerslu,1100.0,2.0,1.0,61.0,2.0,5545.454545454545
8900,Super built-up  Area,21-Jan,Kanakpura Road,3,PrarePa,1300.0,3.0,2.0,69.0,3.0,5307.692307692308
8901,Super built-up  Area,18-Nov,other,3,,1780.0,3.0,1.0,84.83,3.0,4765.730337078651
8902,Plot  Area,Ready To Move,Hoodi,5,,3250.0,5.0,2.0,395.0,5.0,12153.846153846154
8903,Super built-up  Area,Ready To Move,Bommanahalli,2,Kut 3or,910.0,2.0,1.0,45.0,2.0,4945.054945054945
8904,Super built-up  Area,Ready To Move,Thigalarapalya,3,Prtanha,2215.0,4.0,2.0,156.0,3.0,7042.889390519187
8905,Super built-up  Area,Ready To Move,Sarjapur  Road,2,PuineSu,1305.0,2.0,1.0,99.0,2.0,7586.206896551724
8906,Super built-up  Area,Ready To Move,KR Puram,2,,1200.0,2.0,3.0,47.0,2.0,3916.6666666666665
8907,Super built-up  Area,Ready To Move,Malleshwaram,2,,1020.0,2.0,1.0,80.0,2.0,7843.137254901961
8908,Built-up  Area,Ready To Move,Sarjapur  Road,3,MJinele,1300.0,3.0,2.0,60.0,3.0,4615.384615384615
8909,Super built-up  Area,18-Apr,Devanahalli,3,Brrds O,1200.0,2.0,1.0,55.08,3.0,4590.0
8910,Super built-up  Area,18-Mar,Hulimavu,4,Vapasrk,3560.0,5.0,3.0,318.0,4.0,8932.58426966292
8911,Built-up  Area,Ready To Move,other,2,,940.0,2.0,1.0,40.0,2.0,4255.31914893617
8912,Plot  Area,Ready To Move,Sarjapur,4,Puodsm ,2540.0,4.0,1.0,115.0,4.0,4527.55905511811
8913,Built-up  Area,Ready To Move,Whitefield,3,JahanSa,1435.0,3.0,2.0,45.0,3.0,3135.8885017421603
8914,Super built-up  Area,18-Aug,Hosakerehalli,2,Maunt M,1085.0,2.0,1.0,41.23,2.0,3799.9999999999995
8915,Plot  Area,Ready To Move,other,3,,2100.0,3.0,0.0,70.0,3.0,3333.3333333333335
8916,Built-up  Area,Ready To Move,Uttarahalli,3,,1200.0,3.0,1.0,50.0,3.0,4166.666666666667
8917,Super built-up  Area,Ready To Move,Somasundara Palya,2,ManceEl,1178.0,2.0,,78.0,2.0,6621.392190152801
8918,Super built-up  Area,18-Dec,Hebbal,3,Mahosya,1920.0,3.0,2.0,134.0,3.0,6979.166666666667
8919,Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1070.0,2.0,1.0,52.0,2.0,4859.813084112149
8920,Super built-up  Area,Ready To Move,Whitefield,2,,925.0,2.0,1.0,35.0,2.0,3783.7837837837837
8921,Built-up  Area,Ready To Move,Mysore Road,2,PrawnRa,883.0,2.0,1.0,50.0,2.0,5662.5141562853905
8922,Super built-up  Area,21-Jul,Hoodi,2,GoAirej,1132.0,2.0,0.0,67.9,2.0,5998.233215547704
8923,Super built-up  Area,Ready To Move,Kasavanhalli,3,HMonymp,1476.0,3.0,1.0,95.0,3.0,6436.314363143631
8924,Super built-up  Area,Ready To Move,other,3,,1310.0,2.0,3.0,50.0,3.0,3816.793893129771
8925,Super built-up  Area,Ready To Move,Yelahanka,1,BCivell,700.0,1.0,1.0,38.0,1.0,5428.571428571428
8926,Super built-up  Area,Ready To Move,other,2,,900.0,2.0,1.0,55.0,2.0,6111.111111111111
8927,Super built-up  Area,Ready To Move,Ardendale,3,SoystAm,1777.26,3.0,2.0,92.0,3.0,5176.507657855351
8928,Super built-up  Area,Ready To Move,Kumaraswami Layout,2,Shncyhi,1081.0,2.0,3.0,60.0,2.0,5550.416281221092
8929,Plot  Area,Ready To Move,Gottigere,2,,1200.0,2.0,0.0,95.0,2.0,7916.666666666667
8930,Super built-up  Area,Ready To Move,Garudachar Palya,3,,1325.0,2.0,2.0,60.0,3.0,4528.301886792453
8931,Super built-up  Area,Ready To Move,Whitefield,3,Brony H,1820.0,3.0,2.0,140.0,3.0,7692.307692307692
8932,Super built-up  Area,Ready To Move,Doddakallasandra,3,,1360.0,2.0,2.0,54.4,3.0,4000.0
8933,Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339.0,2.0,2.0,62.0,2.0,4630.321135175504
8934,Super built-up  Area,Ready To Move,Konanakunte,3,,1637.0,3.0,3.0,73.0,3.0,4459.376908979842
8935,Super built-up  Area,Ready To Move,Bharathi Nagar,3,ReudePr,1664.0,3.0,2.0,69.89,3.0,4200.120192307692
8936,Super built-up  Area,18-Jun,KR Puram,2,MCnexva,1100.0,2.0,1.0,47.0,2.0,4272.727272727273
8937,Super built-up  Area,Ready To Move,Hoodi,3,,1490.0,3.0,2.0,79.0,3.0,5302.013422818792
8938,Super built-up  Area,Ready To Move,Marathahalli,3,,1385.0,2.0,2.0,68.5,3.0,4945.848375451264
8939,Built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1200.0,2.0,2.0,44.73,2.0,3727.5
8940,Super built-up  Area,18-Feb,Whitefield,2,BrlisCo,1320.0,2.0,1.0,99.26,2.0,7519.69696969697
8941,Super built-up  Area,18-Aug,Magadi Road,2,Vrenty ,1116.0,2.0,1.0,50.0,2.0,4480.286738351255
8942,Super built-up  Area,Ready To Move,Sarjapur  Road,3,Adeatlm,2275.0,4.0,2.0,187.0,3.0,8219.78021978022
8943,Built-up  Area,Ready To Move,Sahakara Nagar,2,Rauil T,1270.0,2.0,1.0,96.0,2.0,7559.055118110236
8944,Super built-up  Area,19-Dec,Whitefield,1,Goted U,630.5,1.0,0.0,32.79,1.0,5200.634417129262
8945,Super built-up  Area,Ready To Move,Kanakpura Road,2,Atarebe,1430.0,2.0,2.0,78.0,2.0,5454.545454545455
8946,Super built-up  Area,18-Jul,Yelahanka,3,Miitat ,1890.0,3.0,2.0,109.0,3.0,5767.195767195767
8947,Built-up  Area,Ready To Move,Horamavu Agara,2,,982.0,2.0,1.0,47.65,2.0,4852.34215885947
8948,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,Malowr ,920.0,2.0,3.0,39.0,2.0,4239.130434782609
8949,Super built-up  Area,18-Mar,Electronics City Phase 1,2,Shitt S,1145.0,2.0,1.0,54.0,2.0,4716.157205240174
8950,Super built-up  Area,19-Mar,Whitefield,2,Prtates,1216.0,2.0,1.0,80.0,2.0,6578.9473684210525
8951,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,,1258.0,2.0,1.0,63.53,2.0,5050.079491255962
8952,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,Soe 2as,1329.0,2.0,2.0,45.95,3.0,3457.486832204665
8953,Super built-up  Area,Ready To Move,Gottigere,2,Srncyla,1010.0,2.0,1.0,35.0,2.0,3465.3465346534654
8954,Super built-up  Area,Ready To Move,other,3,,2000.0,4.0,,130.0,3.0,6500.0
8955,Super built-up  Area,19-Dec,Bannerghatta,2,,1113.0,2.0,1.0,70.0,2.0,6289.308176100629
8956,Super built-up  Area,Ready To Move,Mico Layout,2,Amsomun,1190.0,2.0,2.0,39.25,2.0,3298.3193277310925
8957,Super built-up  Area,Ready To Move,Sarjapur  Road,4,Puallhi,2383.0,5.0,1.0,215.0,4.0,9022.24087284935
8958,Built-up  Area,Ready To Move,Electronics City Phase 1,1,Prmes H,635.0,1.0,0.0,26.0,1.0,4094.488188976378
8959,Super built-up  Area,Ready To Move,Yelachenahalli,3,,1400.0,2.0,3.0,55.0,3.0,3928.5714285714284
8960,Super built-up  Area,21-Dec,Electronic City,3,KonteiT,1563.0,3.0,2.0,91.84,3.0,5875.879718490083
8961,Super built-up  Area,19-Mar,Hebbal,4,Raard B,2790.0,4.0,3.0,198.0,4.0,7096.774193548387
8962,Super built-up  Area,Ready To Move,Uttarahalli,2,,1175.0,2.0,1.0,47.0,2.0,4000.0
8963,Built-up  Area,Ready To Move,Chikkalasandra,3,,1350.0,2.0,2.0,54.2,3.0,4014.814814814815
8964,Super built-up  Area,Ready To Move,Iblur Village,4,Emine P,3596.0,5.0,1.0,282.0,4.0,7842.046718576195
8965,Super built-up  Area,Ready To Move,Hennur,3,Bront A,1830.0,3.0,3.0,121.0,3.0,6612.021857923497
8966,Super built-up  Area,Ready To Move,Akshaya Nagar,2,,1070.0,2.0,1.0,54.0,2.0,5046.728971962617
8967,Super built-up  Area,Ready To Move,Whitefield,3,Gotis A,1755.0,3.0,3.0,101.0,3.0,5754.985754985755
8968,Plot  Area,18-May,other,5,,2400.0,5.0,3.0,285.0,5.0,11875.0
8969,Super built-up  Area,Ready To Move,Malleshwaram,3,Aimesya,2250.0,3.0,1.0,200.0,3.0,8888.888888888889
8970,Built-up  Area,Ready To Move,Uttarahalli,3,Sungspr,1580.0,3.0,1.0,60.0,3.0,3797.46835443038
8971,Super built-up  Area,Ready To Move,Thanisandra,3,,1651.0,3.0,3.0,97.38,3.0,5898.24348879467
8972,Plot  Area,Ready To Move,Nagarbhavi,2,,1200.0,2.0,1.0,150.0,2.0,12500.0
8973,Super built-up  Area,Ready To Move,Whitefield,4,,3584.0,4.0,,199.0,4.0,5552.455357142857
8974,Super built-up  Area,Ready To Move,Kudlu,3,,1455.0,2.0,3.0,60.0,3.0,4123.711340206186
8975,Built-up  Area,Ready To Move,Banashankari Stage VI,4,,4800.0,4.0,3.0,190.0,4.0,3958.3333333333335
8976,Super built-up  Area,Ready To Move,Kodigehaali,2,,965.0,2.0,1.0,38.0,2.0,3937.8238341968913
8977,Plot  Area,Ready To Move,Chikka Tirupathi,4,Theanmp,2600.0,5.0,3.0,120.0,4.0,4615.384615384615
8978,Super built-up  Area,Ready To Move,Bannerghatta Road,3,Amarere,1305.0,2.0,2.0,60.0,3.0,4597.701149425287
8979,Carpet  Area,Ready To Move,Ramagondanahalli,3,Reitice,1500.0,3.0,3.0,100.0,3.0,6666.666666666667
8980,Super built-up  Area,18-Apr,Electronic City,3,Prarkun,1374.0,2.0,1.0,72.0,3.0,5240.174672489083
8981,Super built-up  Area,Ready To Move,Sultan Palaya,3,Vaaldak,1713.0,3.0,3.0,125.0,3.0,7297.139521307648
8982,Super built-up  Area,18-Dec,Hennur,3,Exitym ,1830.5,3.0,0.0,84.205,3.0,4600.109259765091
8983,Super built-up  Area,Ready To Move,Mysore Road,3,,1340.0,2.0,2.0,64.31,3.0,4799.253731343284
8984,Plot  Area,Ready To Move,other,1,,450.0,1.0,0.0,30.0,1.0,6666.666666666667
8985,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Vasta C,1385.0,2.0,2.0,58.17,3.0,4200.0
8986,Super built-up  Area,18-Jul,Hosur Road,3,PuendWe,1689.0,3.0,2.0,103.0,3.0,6098.283007696862
8987,Plot  Area,Ready To Move,Hosur Road,4,KrineAq,2000.0,4.0,1.0,130.0,4.0,6500.0
8988,Plot  Area,Ready To Move,Whitefield,4,Pronege,4400.0,5.0,2.0,500.0,4.0,11363.636363636364
8989,Built-up  Area,Ready To Move,Kodihalli,2,,1490.0,2.0,1.0,150.0,2.0,10067.114093959732
8990,Built-up  Area,Ready To Move,other,3,,1675.0,3.0,2.0,65.0,3.0,3880.597014925373
8991,Super built-up  Area,Ready To Move,Hosakerehalli,4,Taonte ,3205.0,4.0,2.0,300.0,4.0,9360.374414976599
8992,Super built-up  Area,Ready To Move,Kambipura,3,Prrtht ,1083.0,2.0,1.0,48.0,3.0,4432.13296398892
8993,Built-up  Area,Ready To Move,Hosa Road,3,Saowsou,1100.0,2.0,3.0,85.0,3.0,7727.272727272727
8994,Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1265.0,2.0,2.0,46.6,2.0,3683.794466403162
8995,Super built-up  Area,Ready To Move,other,3,Aconyit,1265.0,2.0,1.0,82.0,3.0,6482.213438735178
8996,Built-up  Area,Ready To Move,Uttarahalli,2,,1120.0,2.0,1.0,50.0,2.0,4464.285714285715
8997,Super built-up  Area,Ready To Move,Doddathoguru,2,,1100.0,2.0,1.0,62.0,2.0,5636.363636363636
8998,Super built-up  Area,18-Jul,Hennur Road,2,Puachal,1232.0,2.0,1.0,66.0,2.0,5357.142857142857
8999,Super built-up  Area,21-May,other,3,Soeurri,1980.0,3.0,2.0,224.0,3.0,11313.131313131313
9000,Super built-up  Area,Ready To Move,other,3,,1428.0,2.0,1.0,70.0,3.0,4901.9607843137255
9001,Super built-up  Area,Ready To Move,Sarjapur  Road,3,Mades G,1680.0,3.0,1.0,160.0,3.0,9523.809523809523
9002,Super built-up  Area,18-Dec,Whitefield,4,Prtates,2856.0,5.0,0.0,145.5,4.0,5094.53781512605
9003,Super built-up  Area,Ready To Move,other,3,MadorSp,1490.0,2.0,1.0,92.0,3.0,6174.496644295302
9004,Super built-up  Area,18-May,Panathur,3,Saite G,1370.0,2.0,2.0,54.8,3.0,4000.0
9005,Super built-up  Area,Ready To Move,Mallasandra,2,,1565.0,2.0,2.0,69.0,2.0,4408.945686900958
9006,Super built-up  Area,Ready To Move,Marathahalli,3,Aiitya ,1575.0,3.0,,78.0,3.0,4952.380952380952
9007,Super built-up  Area,Ready To Move,Cooke Town,2,,1310.0,2.0,2.0,111.0,2.0,8473.282442748092
9008,Built-up  Area,Ready To Move,Marathahalli,4,PueraRi,3951.0,4.0,2.0,220.0,4.0,5568.2105796001015
9009,Built-up  Area,Ready To Move,Margondanahalli,2,,2400.0,2.0,1.0,82.0,2.0,3416.6666666666665
9010,Plot  Area,Ready To Move,other,2,,2080.0,2.0,1.0,150.0,2.0,7211.538461538462
9011,Super built-up  Area,Ready To Move,Hosa Road,2,SSaleRo,1016.0,2.0,1.0,45.0,2.0,4429.133858267716
9012,Built-up  Area,Ready To Move,Thanisandra,2,Tenetee,1234.0,2.0,2.0,51.0,2.0,4132.90113452188
9013,Super built-up  Area,Ready To Move,Kodichikkanahalli,3,Suntsan,1620.0,2.0,2.0,85.0,3.0,5246.913580246914
9014,Super built-up  Area,Ready To Move,Kothanur,3,Somumys,1787.0,3.0,2.0,107.0,3.0,5987.688864017907
9015,Super built-up  Area,Ready To Move,other,3,PSdenGa,1410.0,3.0,2.0,65.0,3.0,4609.929078014185
9016,Super built-up  Area,Ready To Move,Somasundara Palya,3,,1570.0,3.0,3.0,68.0,3.0,4331.210191082802
9017,Super built-up  Area,18-Jun,Kothannur,2,,1070.0,2.0,2.0,38.6,2.0,3607.4766355140187
9018,Super built-up  Area,Ready To Move,Sarakki Nagar,4,Sowerew,3126.0,5.0,3.0,345.0,4.0,11036.468330134358
9019,Super built-up  Area,Ready To Move,Karuna Nagar,4,AjityIn,2900.0,3.0,,135.0,4.0,4655.172413793103
9020,Built-up  Area,Ready To Move,other,2,,1040.0,2.0,2.0,78.0,2.0,7500.0
9021,Super built-up  Area,18-Aug,6th Phase JP Nagar,3,,1250.0,3.0,3.0,48.9,3.0,3912.0
9022,Super built-up  Area,Ready To Move,Kathriguppe,3,,1245.0,2.0,2.0,68.48,3.0,5500.401606425703
9023,Super built-up  Area,Ready To Move,Sarjapur  Road,3,Adeatlm,1879.0,3.0,2.0,155.0,3.0,8249.068653539116
9024,Super built-up  Area,Ready To Move,Hebbal Kempapura,4,GonumPl,3729.0,4.0,2.0,384.0,4.0,10297.666934835077
9025,Super built-up  Area,Ready To Move,Prithvi Layout,2,Prlmsge,1352.0,2.0,2.0,87.5,2.0,6471.89349112426
9026,Super built-up  Area,Ready To Move,Kammasandra,2,Sulya A,1057.0,2.0,1.0,35.0,2.0,3311.2582781456954
9027,Built-up  Area,Ready To Move,Amruthahalli,2,NCondia,1100.0,2.0,1.0,45.0,2.0,4090.909090909091
9028,Super built-up  Area,Ready To Move,other,3,Spngsin,1684.0,3.0,2.0,86.0,3.0,5106.88836104513
9029,Super built-up  Area,20-Dec,Old Madras Road,3,SheldGr,1350.0,3.0,1.0,45.9,3.0,3400.0
9030,Built-up  Area,Ready To Move,other,2,Makeser,1010.0,2.0,1.0,41.0,2.0,4059.4059405940593
9031,Super built-up  Area,Ready To Move,Kogilu,2,,1140.0,2.0,2.0,50.66,2.0,4443.859649122807
9032,Super built-up  Area,Ready To Move,Kalena Agrahara,3,Prillot,1804.0,3.0,2.0,155.0,3.0,8592.017738359202
9033,Super built-up  Area,Ready To Move,Kanakapura,3,SPavenc,1290.0,3.0,3.0,45.15,3.0,3500.0
9034,Plot  Area,Ready To Move,Whitefield,4,,3000.0,4.0,0.0,330.0,4.0,11000.0
9035,Super built-up  Area,Ready To Move,Ardendale,4,AWharde,3198.0,4.0,,250.0,4.0,7817.385866166354
9036,Built-up  Area,Ready To Move,other,3,,1200.0,2.0,0.0,70.0,3.0,5833.333333333333
9037,Super built-up  Area,Ready To Move,Kaggadasapura,3,,1540.0,3.0,,75.0,3.0,4870.12987012987
9038,Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075.0,3.0,2.0,36.0,3.0,3348.8372093023254
9039,Super built-up  Area,Ready To Move,CV Raman Nagar,2,AnncyRe,740.0,2.0,1.0,37.0,2.0,5000.0
9040,Plot  Area,Ready To Move,Anjanapura,1,,600.0,2.0,0.0,55.0,1.0,9166.666666666666
9041,Super built-up  Area,Ready To Move,Uttarahalli,3,Baveles,1788.0,3.0,2.0,98.34,3.0,5500.0
9042,Built-up  Area,Ready To Move,Kudlu,2,,1110.0,2.0,1.0,46.0,2.0,4144.144144144144
9043,Built-up  Area,Ready To Move,Bannerghatta Road,2,,793.0,2.0,1.0,45.0,2.0,5674.653215636822
9044,Built-up  Area,Ready To Move,other,2,,1300.0,3.0,1.0,65.0,2.0,5000.0
9045,Super built-up  Area,Ready To Move,Electronic City,3,Goty  E,1575.0,3.0,2.0,90.0,3.0,5714.285714285715
9046,Super built-up  Area,Ready To Move,Bellandur,2,SRageri,1200.0,2.0,1.0,52.0,2.0,4333.333333333333
9047,Super built-up  Area,Ready To Move,Mallasandra,3,Puestig,1665.0,3.0,2.0,86.58,3.0,5200.0
9048,Super built-up  Area,Ready To Move,other,2,Aaityi ,1210.0,2.0,2.0,60.0,2.0,4958.677685950413
9049,Super built-up  Area,Ready To Move,other,2,,1316.0,2.0,3.0,55.5,2.0,4217.325227963526
9050,Super built-up  Area,19-Dec,Electronics City Phase 1,2,Shitt S,1200.0,2.0,2.0,59.76,2.0,4980.0
9051,Super built-up  Area,Ready To Move,other,2,MaidoPl,1302.0,2.0,1.0,66.0,2.0,5069.124423963133
9052,Super built-up  Area,Ready To Move,Billekahalli,2,,1140.0,2.0,2.0,50.0,2.0,4385.964912280701
9053,Plot  Area,Ready To Move,other,1,,600.0,1.0,0.0,50.0,1.0,8333.333333333334
9054,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,Courf T,1113.12,2.0,2.0,55.0,2.0,4941.066551674573
9055,Super built-up  Area,Ready To Move,Kathriguppe,3,,1250.0,2.0,1.0,68.75,3.0,5500.0
9056,Super built-up  Area,18-Jan,Bommanahalli,3,,1300.0,3.0,2.0,45.0,3.0,3461.5384615384614
9057,Super built-up  Area,Ready To Move,Jigani,3,DLhtsen,1221.0,3.0,3.0,52.0,3.0,4258.804258804259
9058,Plot  Area,Ready To Move,Sarjapur,3,Skityer,2250.0,3.0,2.0,148.0,3.0,6577.777777777777
9059,Super built-up  Area,Ready To Move,Banashankari,2,,1600.0,2.0,1.0,63.98,2.0,3998.75
